8	0.000976000
9	0.001002000
10	0.001520000
20	0.001003000
30	0.001003000
40	0.001002000
50	0.000978000
60	0.000469000
70	0.001003000
80	0.001002000
90	0.000978000
100	0.001478000
200	0.000970000
300	0.001003000
400	0.000971000
500	0.000979000
600	0.001004000
700	0.001002000
800	0.001472000
900	0.001002000
1000	0.001001000
2000	0.001002000
3000	0.000972000
4000	0.001003000
5000	0.001504000
6000	0.001003000
7000	0.001502000
8000	0.001480000
9000	0.001503000
10000	0.002005000
20000	0.002005000
30000	0.002976000
40000	0.002506000
50000	0.003510000
60000	0.002506000
70000	0.003008000
80000	0.006518000
90000	0.006517000
100000	0.007018000
200000	0.008022000
300000	0.015541000
400000	0.031587001
500000	0.028574999
600000	0.041607998
700000	0.038608000
800000	0.039604999
900000	0.053642999
1000000	0.055146001
8	0.000000000
9	0.000501000
10	0.000501000
20	0.000515000
30	0.000998000
40	0.000988000
50	0.001006000
60	0.001003000
70	0.001653000
80	0.001518000
90	0.001504000
100	0.001002000
200	0.000970000
300	0.001004000
400	0.000483000
500	0.001001000
600	0.001000000
700	0.001471000
800	0.000968000
900	0.001009000
1000	0.000976000
2000	0.000968000
3000	0.000994000
4000	0.000974000
5000	0.001503000
6000	0.000976000
7000	0.001002000
8000	0.001503000
9000	0.000498000
10000	0.001002000
20000	0.001992000
30000	0.001502000
40000	0.002505000
50000	0.002505000
60000	0.003007000
70000	0.003510000
80000	0.005013000
90000	0.006517000
100000	0.008023000
200000	0.010026000
300000	0.014044000
400000	0.023060000
500000	0.031087000
600000	0.031583000
700000	0.041607000
800000	0.046123002
900000	0.049130999
1000000	0.064671002
8	0.000500000
9	0.000502000
10	0.001015000
20	0.001502000
30	0.000501000
40	0.001002000
50	0.001002000
60	0.001003000
70	0.000502000
80	0.000501000
90	0.000501000
100	0.000000000
200	0.000000000
300	0.000976000
400	0.000499000
500	0.000978000
600	0.001004000
700	0.000977000
800	0.000489000
900	0.000978000
1000	0.000470000
2000	0.001503000
3000	0.001502000
4000	0.000981000
5000	0.001503000
6000	0.000979000
7000	0.001003000
8000	0.001472000
9000	0.001503000
10000	0.001987000
20000	0.002005000
30000	0.002509000
40000	0.002507000
50000	0.002506000
60000	0.002504000
70000	0.003509000
80000	0.003509000
90000	0.006517000
100000	0.005515000
200000	0.009527000
300000	0.018049000
400000	0.029077001
500000	0.025565000
600000	0.039103001
700000	0.039106999
800000	0.047125001
900000	0.068677999
1000000	0.060160998
8	0.000501000
9	0.000501000
10	0.001004000
20	0.000971000
30	0.000501000
40	0.000972000
50	0.000845000
60	0.001003000
70	0.000979000
80	0.001003000
90	0.000501000
100	0.000471000
200	0.000501000
300	0.000501000
400	0.000501000
500	0.000967000
600	0.001002000
700	0.000982000
800	0.000978000
900	0.001002000
1000	0.000734000
2000	0.000973000
3000	0.001004000
4000	0.000980000
5000	0.001468000
6000	0.001504000
7000	0.001504000
8000	0.001003000
9000	0.001473000
10000	0.001268000
20000	0.001974000
30000	0.002476000
40000	0.004512000
50000	0.004011000
60000	0.005014000
70000	0.004511000
80000	0.004511000
90000	0.007018000
100000	0.009023000
200000	0.009023000
300000	0.026062001
400000	0.020053999
500000	0.030582000
600000	0.031585000
700000	0.058639999
800000	0.050131999
900000	0.055647001
1000000	0.055148002
8	0.001999000
9	0.000502000
10	0.000501000
20	0.001002000
30	0.000501000
40	0.000501000
50	0.000508000
60	0.000476000
70	0.000501000
80	0.000995000
90	0.001504000
100	0.001001000
200	0.001005000
300	0.001472000
400	0.001002000
500	0.001003000
600	0.000979000
700	0.000502000
800	0.000975000
900	0.000472000
1000	0.000980000
2000	0.001478000
3000	0.001003000
4000	0.000985000
5000	0.001501000
6000	0.001505000
7000	0.001489000
8000	0.001001000
9000	0.000977000
10000	0.001503000
20000	0.002004000
30000	0.002505000
40000	0.002506000
50000	0.004010000
60000	0.003007000
70000	0.006016000
80000	0.004512000
90000	0.007518000
100000	0.007018000
200000	0.016542999
300000	0.025567001
400000	0.022058001
500000	0.029080000
600000	0.033592999
700000	0.039602999
800000	0.069684997
900000	0.055149000
1000000	0.063167997
